user_id,movie_id
46,12104
46,29475
46,617768
46,303616
46,352492
46,390
47,10403
47,982752
47,2185
47,11219
47,683340
47,766475
47,434389
47,237756
47,47038
47,940
47,9442
47,17590
47,10440
47,33035
47,18711
47,512
47,270774
47,12535
48,14236
48,438493
48,12094
48,14158
48,14348
48,9012
48,34513
48,14242
48,58492
48,110112
48,316761
48,42918
48,473812
48,19433
48,19973
48,828853
49,15035
49,10386
49,15512
49,10857
49,52010
49,877269
50,618354
50,12180
50,1121575
50,65291
50,103269
50,76589
50,724475
50,1003581
50,183011
50,828898
50,324857
51,10674
51,14873
51,15657
51,21032
51,166428
51,10380
51,10010
51,681260
51,939210
51,14903
51,33539
51,51162
51,13956
51,15969
51,15997
51,18269
51,19947
52,24005
52,18165
52,15124
52,244536
52,985617
52,48231
52,16082
52,296098
52,396777
52,1988
52,500904
52,381075
52,9303
52,317744
52,1999
52,25504
52,87496
52,39437
52,1945
52,20367
52,12706
52,16083
52,340666
52,301334
52,297596
52,273599
53,27591
53,8054
53,19400
53,672
53,12444
53,675
53,18032
53,50619
53,671
53,35002
53,674
53,42329
53,3591
53,2268
53,848
53,451644
53,575094
54,28368
54,25405
54,10142
54,661231
54,33157
54,11646
54,715931
54,857
55,27292
55,558574
55,531499
55,11942
55,7220
55,5289
55,31017
55,45759
55,34462
55,256731
55,13098
55,71700
55,52633
55,842544
55,949
55,10126
55,5822
55,28110
55,18927
55,10648
55,13201
55,333384
55,23847
55,17205
55,101
55,266396
55,644083
55,260339
55,10623
55,245527
56,57789
56,246569
56,50506
56,325189
56,48186
56,11910
56,671583
56,39242
56,339543
56,15674
56,27681
56,146712
56,762879
56,92208
56,81393
56,32874
56,52060
56,178682
56,299579
56,11508
56,36968
56,33271
56,34204
56,149235
57,9067
57,80035
57,279096
57,474395
57,22572
57,9397
57,8991
57,9964
57,401544
57,59678
57,479455
57,11692
57,107985
57,2614
58,9415
58,996727
58,11169
58,291805
58,11851
58,11412
58,11371
58,9386
58,11074
58,762430
58,11702
58,754219
58,18706
58,693113
58,334074
59,285423
59,438259
59,516486
59,405965
59,18886
59,394223
59,407375
59,31935
59,1076487
59,15497
59,542196
59,35392
60,693113
60,10782
60,34813
60,9456
60,13197
60,754219
60,4597
60,11702
60,1642
60,334074
60,996727
60,9415
60,22787
60,11074
60,9311
60,291805
60,2043
60,11371
61,9012
61,16290
61,13241
61,3396
61,316761
61,13007
61,438493
61,656663
61,12094
61,23618
61,15258
61,46105
61,469019
61,19973
61,58492
61,14242
61,65851
62,17007
62,84105
62,12536
62,79113
62,550020
62,62527
62,299582
62,89185
62,24801
62,115626
62,881500
62,46127
62,81250
62,124097
62,308715
62,738646
62,19458
62,4641
62,278774
62,81440
62,101514
62,76212
62,55504
62,76706
62,363483
63,15668
63,17993
63,44334
63,510938
63,486753
63,609734
63,518527
63,105885
63,672647
63,474047
63,3933
63,339148
63,261375
63,599521
63,26682
63,19375
64,59387
64,45162
64,14011
64,14613
64,1857
64,17421
64,7450
64,14609
64,22855
64,96826
64,539681
64,377897
64,327418
64,19323
64,581997
64,718789
65,13523
65,24569
65,33454
65,42424
65,248574
65,30295
65,16305
65,10603
65,14324
65,10303
65,5769
65,11637
65,11418
65,11916
65,26369
65,9683
65,8676
65,1727
65,15875
65,59860
65,813726
65,9326
65,6068
65,14405
66,274504
66,48781
66,10170
66,20849
66,31650
66,3767
66,18538
66,46458
66,9833
66,18222
66,366901
66,216015
66,27511
66,2149
66,112949
66,121676
66,31962
66,26286
66,10497
66,41963
66,43397
66,10278
66,157370
66,5852
66,36630
66,4823
67,532812
67,583406
67,11450
67,24973
67,491480
67,505707
67,11499
67,192136
67,418879
67,293646
67,12404
67,345317
67,549
67,14687
67,601470
67,21641
67,152532
67,1874
67,30973
67,339380
67,13537
67,1165
67,23620
67,560008
67,837881
67,384680
68,33061
68,26953
68,26042
68,616584
68,26515
68,26198
68,47553
68,553141
68,11905
68,684684
68,52017
68,3074
68,1483
68,289239
68,18392
68,37254
68,346364
68,30566
68,48014
68,388440
68,336149
68,438736
68,846867
68,524216
69,766431
69,606870
69,617653
69,10971
69,468816
69,1579
69,551271
69,2669
69,10423
69,724495
69,625169
69,395991
69,359724
70,288463
71,537788
71,9009
71,591275
71,751237
71,602734
71,2667
71,440021
71,45322
72,34766
72,10830
72,138038
72,11966
72,2605
72,17984
72,9574
72,22371
72,286987
72,34086
72,9849
72,10960
72,19378
72,36797
72,9612
72,19762
72,29742
72,21605
72,325813
72,10748
72,21765
73,442062
73,624963
73,527435
73,12129
73,381289
73,16112
73,2493
73,10488
73,9447
73,852096
73,11708
73,39346
73,18974
73,20910
73,181533
73,10137
73,335795
73,27850
73,879
73,10214
73,10588
73,118
73,654028
73,63700
74,6538
74,11318
74,402897
74,46138
74,369192
74,43258
74,597922
74,2290
74,5257
74,522
74,52850
74,551332
74,319888
74,1016084
74,617762
74,58937
74,674324
74,986
74,140823
74,87504
74,450322
74,16005
74,301348
74,645689
74,528888
74,567965
75,375366
75,418588
75,298538
75,33305
75,520466
75,47340
75,492336
75,24126
75,18726
75,30778
75,52454
75,8078
75,262848
75,9362
75,27150
75,399894
75,71679
75,10016
75,315024
75,84226
75,244852
75,1576
75,14853
75,407620
75,173897
75,703745
75,8814
76,31011
76,399055
76,10075
76,11845
76,283378
76,3598
76,352490
76,293863
76,266353
76,16633
76,9724
76,38753
76,20529
76,556694
76,54662
76,162
76,13768
76,297
76,77235
76,4688
76,8966
76,12159
76,22292
76,11352
76,535809
76,795
76,137321
76,4922
76,70417
77,81188
77,9822
77,9449
77,18360
77,2486
77,23033
77,18224
77,26736
77,527774
77,19386
77,15515
77,102651
78,13647
78,19325
78,394355
78,2114
78,537061
78,630656
78,21683
78,11827
78,17445
78,16225
79,381719
79,51162
79,14873
79,19004
79,77951
79,433694
79,455842
79,297270
79,637693
79,172391
79,14317
79,82703
79,10674
79,339526
79,50321
79,10009
79,430474
79,24554
79,702525
79,681260
79,12144
79,15997
79,9994
80,15088
80,2055
80,20006
80,9093
80,9044
80,9476
80,61988
80,8856
80,18828
80,11002
80,8367
80,26659
80,6520
80,17186
80,32093
80,29882
80,15417
81,379686
81,227973
81,20760
81,22466
81,585
81,7443
81,22582
81,17009
82,51620
82,54287
82,763164
82,423988
82,1738
82,8202
82,8831
82,81796
82,178809
82,36293
82,32053
83,11335
83,26258
83,20483
83,11370
83,10628
83,308531
83,10054
83,21299
83,1497
83,675353
83,256961
83,27281
83,576040
83,23172
84,928344
84,1584
84,73901
84,9781
84,18228
84,20391
84,21468
84,15278
84,2179
85,20764
85,615658
85,43933
85,14337
85,119450
85,37178
85,49047
85,340104
85,198287
85,472715
85,10357
85,328429
85,78
85,606234
85,370097
85,10200
85,14620
85,61791
85,9693
85,36800
85,199575
85,15664
85,76726
85,68724
85,37302
85,516806
85,14154
85,145221
86,250761
86,39312
86,267872
86,263614
86,695476
86,84170
86,576017
86,42449
87,395991
87,10423
87,766431
87,468816
87,10971
87,617653
87,359724
87,2669
87,625169
87,724495
87,1579
88,31703
88,12707
88,397981
88,578
88,580
88,171424
88,403119
88,9392
88,34480
88,67822
88,55784
88,19201
88,9360
88,185460
88,18979
88,28681
88,38006
89,428446
89,246080
89,334524
89,10847
89,12146
89,1541
89,7305
89,356987
89,11583
89,811631
89,38985
89,44115
89,70954
89,300654
89,306650
89,390062
89,559581
89,8987
89,10669
89,59963
89,80278
90,23719
90,31000
90,109414
90,2728
90,56085
90,24804
90,331313
90,513045
90,261392
90,35463
90,13498
90,29564
90,11221
90,390043
90,454992
90,9255
90,199420
90,16214
90,11937
90,11950
91,576017
91,42449
91,695476
91,267872
91,250761
91,263614
91,84170
91,39312
92,580
92,28681
92,397981
92,9360
92,38006
92,34480
92,185460
92,9392
92,12707
92,18979
92,171424
92,67822
92,31703
92,19201
92,403119
92,578
92,55784
93,41235
93,250546
93,64853
93,40147
93,40760
93,396004
93,412546
93,353419
93,29049
93,10585
93,27313
93,27328
93,87436
93,254188
93,25018
93,448432
93,787009
93,259072
93,24655
93,8852
93,44936
93,11152
93,276922
93,444193
93,29293
93,11879
93,26960
94,334495
94,1779
94,377462
94,267480
94,58496
94,427451
94,848981
94,446663
94,319067
94,361931
94,36676
94,26408
94,391995
94,549559
94,9459
94,598065
94,159151
94,262481
94,14286
94,1149947
94,12228
94,13558
94,450875
94,24458
95,17709
95,555850
95,38317
95,11982
95,10486
95,587693
95,643882
95,13499
95,27902
95,833097
95,18282
95,11899
95,758879
96,376453
96,10831
96,940
96,12535
96,766475
96,10440
96,15159
96,345915
96,237756
96,14594
96,17590
96,11219
96,42216
96,2185
96,138372
96,982752
96,512
96,83186
96,434389
96,276839
96,47038
96,10403
96,270774
96,18711
96,33035
96,15659
97,11595
97,466272
97,91550
97,11229
97,26715
97,9894
97,11826
97,25495
97,10668
97,757
97,751
97,285783
97,12520
97,7270
97,758
97,14293
97,337170
97,10843
97,9515
97,421044
97,10551
97,150
97,375262
98,4349
98,184125
98,1620
98,327833
98,70435
98,137094
99,39312
99,250761
99,576017
99,695476
99,267872
99,263614
99,84170
99,42449
100,14285
100,946327
100,430448
100,1061117
100,15584
100,810731
100,289575
100,376424
100,367215
100,923632
100,14761
100,430826
100,294368
100,470401
100,621753
100,962697
101,401200
101,1852
101,339060
101,31690
101,347984
101,522241
102,755566
102,13797
102,28070
102,457712
102,566805
102,23127
102,26450
102,24939
102,16209
102,408490
102,381237
102,8869
102,457943
103,769234
103,719643
103,20227
103,30621
103,568332
103,22724
103,21120
103,114955
104,721625
104,4174
104,560
104,223
104,301372
104,1049
104,17606
104,1903
104,9616
104,513409
104,10491
104,28308
104,2057
104,9753
104,11208
104,251
105,23173
105,30924
105,39341
105,80384
105,29074
105,24929
105,636891
105,43593
105,413857
105,27813
105,728054
105,244566
105,17287
105,564082
105,159092
105,1008392
105,82654
105,73933
106,9671
106,22937
106,28981
106,11933
106,2989
106,69526
106,23194
106,135579
106,912908
106,9273
106,504827
106,13335
107,46020
107,11525
107,55687
107,15158
107,13204
107,40095
107,17100
107,28450
107,440
107,1011679
107,19898
107,343097
107,19002
108,2259
108,359784
108,946
108,22051
108,12723
108,43905
108,43949
109,13343
109,14330
109,27902
109,10897
109,13499
109,340816
109,11982
109,833097
109,758879
109,38317
110,520360
110,1623
110,607822
110,30331
110,27035
110,1607
110,31858
110,21968
110,15070
110,9517
110,505
110,769
110,28415
110,9559
110,26516
110,39457
110,26038
110,524659
111,286554
111,30139
111,81836
111,10879
111,525041
111,20127
111,454619
111,506407
111,38303
111,12779
111,53021
111,41463
111,19265
111,9889
111,20943
111,10111
111,8288
111,556803
111,11775
111,544
111,934756
111,33575
111,27171
111,9768
111,2105
111,31835
112,834
112,46528
112,1250
112,10546
112,10052
112,23629
112,489326
112,321621
112,71676
112,9785
112,8884
112,1036561
112,448095
112,20533
112,12437
112,400106
112,277
112,9495
113,9691
113,1637
113,11968
113,93828
113,53426
113,399361
113,2019
113,326
113,21106
113,59859
113,19108
113,385128
113,26202
113,2207
113,58574
114,31578
114,363889
114,19908
114,343284
114,636891
114,255798
114,364379
114,27723
114,18011
114,9847
114,46838
114,323373
114,800497
114,362227
114,31592
114,159092
114,9976
114,635772
115,250225
115,13468
115,823766
115,39013
115,10740
115,30943
115,294741
115,42678
115,8926
115,62694
115,316021
115,11020
115,54000
115,37722
115,369523
115,682507
115,534338
115,353066
115,570352
115,26748
115,1411
115,30072
115,1939
115,285841
115,15
116,11469
116,223702
116,346698
116,1832
116,336313
116,425909
116,23685
116,14728
116,585511
116,14506
116,512200
116,526
116,6116
116,11828
117,369892
117,572400
117,4997
117,511322
117,50401
117,26243
117,420915
117,800425
117,21296
117,6103
117,16090
117,19092
117,655730
117,457799
118,37958
118,2312
118,5471
118,19957
118,274857
118,8840
118,7840
118,80410
118,252360
118,37861
118,64686
119,14064
119,11856
119,17379
119,8326
119,881209
119,864
119,10188
119,405177
119,7364
119,463257
119,12310
119,21755
119,9681
119,407447
120,9458
120,14247
120,27932
120,10394
120,522466
120,6309
120,13072
120,42738
120,500922
120,787723
120,2100
120,524047
120,12645
120,522938
120,10222
120,9770
120,619297
120,50346
120,5919
120,9798
120,445954
120,74998
120,10412
120,254128
120,12505
121,529982
121,192102
121,18513
121,399248
121,223485
121,787723
121,9798
122,13666
122,340103
122,955991
122,37196
122,524789
122,254194
122,65599
122,41215
122,177221
123,313106
123,8069
123,34276
123,2161
123,15691
123,168
123,152
123,9520
123,11904
123,34003
123,811
123,6974
123,438631
123,62
123,495151
123,455839
123,2157
123,696806
123,7348
123,32148
123,1685
123,72693
123,2362
123,26978
123,831
123,428078
123,460024
124,37923
124,303
124,21451
124,12403
124,18681
124,2124
124,76812
124,20616
124,417643
124,359790
124,20416
124,20000
124,9748
124,574
124,840882
124,1092
124,426
124,1942
124,1586
124,29578
124,12617
124,449459
124,522526
124,32620
124,260
125,317118
125,6435
125,10631
125,10019
125,12186
125,38914
125,25970
125,34376
125,433310
125,13477
125,23101
125,10849
125,1636
125,28117
125,10096
125,12185
125,16300
125,12107
125,23614
125,449563
125,9722
125,26255
125,3064
125,2006
125,23082
125,12187
125,7985
125,2107
126,36968
126,33271
126,32874
126,11910
126,15674
126,149235
126,48186
126,34204
126,299579
126,81393
126,671583
126,50506
126,52060
126,762879
126,246569
126,92208
126,21481
126,178682
126,325189
126,11508
126,339543
126,57789
127,171274
127,180679
127,720755
127,2297
127,323679
127,586451
127,252512
127,23210
127,308
127,32082
127,632
127,171372
127,15696
127,291264
127,27359
127,44718
128,10685
128,46503
128,77
128,20000
128,2124
128,29578
128,437375
128,19661
128,11498
128,412157
128,13018
128,29481
128,50671
128,591
128,18681
128,9748
128,989473
128,1586
128,324538
128,417643
128,181886
128,768362
128,44041
128,32620
129,63460
129,2043
129,9456
129,11851
129,34813
129,31597
129,94348
129,11074
129,11371
129,9311
129,38617
129,291805
129,11412
129,11702
129,11169
129,4597
129,22787
129,552865
129,693113
129,44383
129,13197
129,334074
129,754219
130,22894
130,473165
130,561
130,759175
130,9480
130,36586
130,12142
130,36648
131,26388
131,14462
131,9613
131,9391
131,5279
132,27576
132,257440
132,251387
132,241848
132,324668
132,267805
132,997120
132,260202
132,29812
132,87516
132,33055
132,2501
132,13027
132,8834
132,25670
132,2503
132,459258
132,104329
133,612
133,97630
133,205596
133,465003
133,177203
133,43791
133,464566
133,300673
133,401200
133,35939
133,522241
133,519956
133,347984
133,726759
133,502425
133,1770
133,509598
133,1852
133,842
133,432301
133,25624
133,891
133,416144
133,411728
133,494974
133,61891
133,393624
134,65599
134,1696
134,611640
134,347751
134,524789
134,10657
134,26517
134,12583
134,21910
134,10873
134,539549
134,434555
134,11654
134,41215
134,949423
135,146381
135,9732
135,31967
135,284274
135,251519
136,24051
136,5549
136,5550
136,87101
136,14164
136,5137
136,154
136,9381
136,10077
136,157
136,95
136,44833
136,869
136,15268
137,9040
137,589612
137,398978
137,10410
137,42702
137,60309
137,84288
137,3131
137,245706
137,522212
137,261023
137,21344
137,88794
137,530723
137,22479
137,644495
137,34867
137,69069
138,24748
138,30708
138,43260
138,376501
138,5927
139,12105
139,798286
139,14728
139,762
139,1832
140,426030
140,13649
140,37609
140,11887
140,71885
140,10947
140,26463
140,13655
140,23367
140,18126
140,145312
140,27621
140,363478
140,32293
141,11016
141,521
141,560204
141,33134
141,73818
141,19974
141,9558
141,18398
141,136835
141,26009
141,835112
141,41462
141,298
141,372343
142,22404
142,351339
142,333352
142,42737
142,489176
142,44043
142,17744
142,467952
142,21366
142,405775
142,8007
142,369885
142,23924
142,252178
143,302
143,60540
143,393834
143,136835
143,996
143,26009
143,21734
143,18930
143,320
143,188166
143,506815
143,20246
143,14000
143,25551
143,7501
143,70577
143,579051
143,521
143,11016
143,199373
143,73818
143,835112
144,31656
144,2923
144,19429
144,536743
144,8060
144,621191
144,52758
144,13703
144,28564
144,233470
144,74544
144,152748
144,393765
144,12165
144,21564
145,9725
145,228496
145,10014
145,37526
145,37935
145,28377
145,11056
145,622420
145,27313
145,28752
145,353345
145,435097
145,29030
145,28739
145,25241
145,272692
145,27475
145,42466
145,40168
145,10906
145,23506
145,5620
145,631060
145,404961
145,8852
145,353419
145,31385
145,42998
146,10210
146,38914
146,2006
146,3064
146,854
146,37725
146,11232
146,9722
146,10019
146,6435
146,7985
146,26255
146,2107
146,317118
146,11824
146,25970
146,23101
146,15142
146,13477
146,59436
147,22404
147,530915
147,44043
147,296523
147,21735
147,23924
147,489176
147,162215
147,369885
147,21366
147,351339
147,3536
147,405775
147,7445
148,401061
148,10679
148,262841
148,279096
148,474395
148,9964
149,472027
149,841755
149,997776
149,1007401
149,16226
149,795522
149,217993
149,664767
149,732450
149,539626
149,539517
149,556901
149,1003579
149,50337
149,666243
149,831405
149,20077
149,49076
149,11052
149,14711
149,13194
149,408220
149,422153
149,323027
150,585244
150,41592
150,22627
150,69
150,824
150,15121
150,43881
150,776503
150,52036
150,42121
150,417261
150,640265
150,10269
150,33734
150,52959
150,13701
150,9762
150,8328
150,85446
150,85373
150,13763
150,10197
150,243683
150,76115
150,17450
150,446289
150,5723
150,412519
151,44625
151,381034
151,19599
151,25329
151,37936
151,48131
151,385737
151,15052
151,18256
151,165567
151,723419
151,284457
151,539181
151,37062
151,934131
151,18910
151,424121
151,335866
151,252529
152,8271
152,429195
152,9613
152,598577
152,602147
152,26388
152,206197
152,245846
152,473
152,185789
152,602198
152,617
152,515741
152,10742
152,500840
152,4780
152,314996
152,9391
152,82390
152,28211
152,10684
152,373476
152,9729
152,300542
152,69668
152,43566
153,11317
153,802217
153,119738
153,48232
153,21845
153,446829
153,218778
153,11674
153,21138
153,21661
153,24236
153,10992
153,289728
153,554241
153,16875
153,34672
153,11007
153,9530
153,41521
153,147729
153,72391
153,18736
154,40662
154,1003581
154,103269
154,16873
154,411736
154,408647
154,366924
154,114478
154,56590
154,12180
154,183011
154,16237
154,30675
154,724475
154,765172
154,14611
154,487670
154,886396
154,268092
154,17074
154,1003580
154,537059
155,440597
155,9011
155,928015
155,697799
155,131689
156,20681
156,681
156,138103
156,707
156,551
156,56292
156,646
156,76163
156,6637
156,657
156,31671
156,46713
